Pitch,Intensity,Duration,Spectral_Centroid,Spectral_Bandwidth
61.16379,0.03223827,3.628125,2257.2521637260547,1796.9295449431368
23.315138,0.006367398,5.476125,2467.383309972317,2107.9353671397816
91.00558,0.0066915737,1.756125,3143.069231218227,2485.39883821288
64.2994,0.027087323,6.700125,3163.554149656066,2253.5358780956667
57.905712,0.0639348,2.548125,1982.96115903112,1727.9739356756636
20.830532,0.008125082,3.700125,2518.854274741692,1964.3679778997168
12.18538,0.1445647,4.348125,1685.454858619456,1819.5486492299608
9.468693,0.016460456,3.196125,2363.21497539983,2370.190257278849
56.09617,0.052583475,2.068125,2389.9765916106044,1735.275991535983
53.319824,0.048332427,2.620125,2553.4243930372754,2338.349999707191
35.250366,0.110301696,5.596125,1149.5718633664671,988.0514888491881
29.852522,0.031743087,5.308125,1534.0012305477608,1577.8686773380045
28.213547,0.11447005,4.228125,3009.066343960458,2362.2995163228943
22.701876,0.033511963,6.220125,1584.3685606054814,1491.087267301916
51.727978,0.020442476,4.852125,2890.311046427881,2421.3850114447678
52.71475,0.290585,5.068125,2421.2387636101553,1957.6889275923922
71.472046,0.0646846,3.028125,2200.7893426997634,1702.9430868107947
69.02139,0.011432496,2.932125,2677.21550948742,1835.7518177535853
20.685244,0.1350189,4.180125,1731.6793306897728,1551.0558345061972
19.97382,0.012207201,2.908125,1351.3889744898297,1151.814576572461
44.43024,0.026823537,6.580125,3021.7172133801987,1700.7095318504541
30.633146,0.07616315,5.020125,1768.017481843456,1630.347469681346
30.432917,0.06855392,5.428125,2714.643681269919,2329.7439396254917
24.148125,0.037376694,3.868125,2066.9157354845674,2060.749692076527
40.57204,0.017227272,2.788125,2028.1679722904184,1775.8539721250372
16.823063,0.056286156,5.500125,1898.0841494506892,2063.735676678281
70.930504,0.0023537604,4.588125,2247.949786613733,2336.801882450481
37.541073,0.008612877,3.196125,2976.140418081291,2517.0660258347884
17.271414,0.023990758,5.620125,2246.5297402904753,2451.870803894575
28.028591,0.056282148,4.852125,2071.487177009735,2198.260784937491
36.188675,0.046731014,2.380125,2270.1722387895074,1802.0268096949687
69.36662,0.07364987,7.180125,2094.7821960602787,1584.1459320013798
53.46522,0.024362795,6.148125,2167.3574980434555,1555.5203732582543
13.108912,0.030922526,2.308125,2988.6212760385242,2444.7434444440423
31.254822,0.06925105,3.748125,2041.4612863601435,2094.762236387636
7.747097,0.090057194,5.420125,1753.789770196866,1959.3921354546533
13.015857,0.043314006,5.284125,1343.0507799250354,1766.9106640330015
27.607151,0.07583862,4.348125,1618.7305898577274,1212.0791709964806
26.057285,0.012728282,3.244125,2957.013148273006,2308.6470945190063
20.569191,0.071298786,2.740125,2678.133155457271,2228.6181768696774
58.69081,0.038491126,5.492125,2608.429499518954,2198.813356052055
42.993576,0.0050024125,6.460125,2007.1573676791365,1779.4215093613586
21.72679,0.07834288,5.500125,2247.1146373550555,2069.4870216316212
41.3282,0.04215867,3.052125,2085.4144293722047,1589.54126422343
35.79968,0.0018582797,6.388125,1636.0474640282316,2015.6522671423966
23.619162,0.075424455,5.980125,1341.494220024852,1143.4550300300448
34.189632,0.040518522,4.948125,2893.0954382979944,2396.013350921842
7.2105494,0.030005204,3.884125,2332.2363706333085,2270.121985162239
36.696175,0.026884185,4.324125,2225.1168991101986,1921.750921798479
19.864597,0.033470705,8.500125,2411.1967018157056,2237.9377559141103
20.295315,0.022064723,4.204125,2004.9387055744278,2104.228225946659
60.3486,0.056263983,2.980125,3269.729246989062,2540.4521056474614
39.330776,0.003787068,5.188125,2738.246377703033,2502.215082648197
25.694246,0.074831426,4.108125,2130.781249652256,1838.2320104092844
11.220686,0.036827218,5.156125,2060.658101751322,2339.9435403452626
66.624466,0.024304677,2.260125,2619.987881754513,1710.597117854303
61.563538,0.041130096,3.628125,2514.6999548491103,2094.068242291144
98.17643,0.053065814,3.988125,2859.511286091327,2272.8866275887885
11.887915,0.0016779361,4.108125,2977.233925419487,2771.9217349681167
31.681448,0.02138709,7.756125,1878.4976328679595,1711.1203590692871
34.14958,0.020588432,5.524125,2594.4264941915035,1928.9380716713422
38.866306,0.2203537,3.388125,2659.4294837785187,1971.003429049
22.537487,0.04402718,2.740125,4127.85206997436,3070.480006683977
65.407196,0.05004198,2.380125,3091.90374694078,2672.5917760226394
15.901833,0.058794253,2.932125,1418.1320404997323,1635.7967501245212
20.949394,0.013064817,5.404125,1637.8382082442722,1572.8090957975355
18.923367,0.13343629,3.532125,1955.1493284711541,2101.8494344974465
6.8909245,0.102356724,5.188125,1196.1244474106763,1590.0390007738808
17.51788,0.01571553,4.828125,1997.0392992988513,2190.7373176531505
44.834137,0.022428645,2.956125,3277.3474910971,2300.316816314438
53.15527,0.0063989516,2.692125,2666.8854565508595,2063.9170988936794
26.673882,0.025902046,6.868125,1950.448368967333,1534.3998156565665
22.75084,0.0056533157,5.908125,3303.1062722276083,2795.4973385460466
42.39173,0.0737505,4.540125,2967.1539635641125,2405.0941544657994
19.107672,0.05713576,4.228125,2258.6922207908874,1920.8950676842787
17.19807,0.0021432806,7.516125,2116.6871331058646,2232.991054089224
81.07991,0.032552246,3.868125,2164.3029387144747,1646.5573787222506
43.676,0.09753624,1.660125,2687.5166513896265,2116.9399683345346
37.187256,0.045226056,4.180125,2487.8407417019607,2256.512489047208
7.3351517,0.044053253,2.764125,2014.5312247768845,2217.936080959465
18.842138,0.07556186,2.284125,874.6567500430799,805.9225995239354
28.7421,0.015565781,4.588125,2436.0085389678075,2057.0504240565347
9.608495,0.038024288,2.596125,1840.092534944398,2101.301264572038
22.346655,0.09480657,4.108125,2126.446054550808,2187.122001057604
33.109203,0.09033582,4.180125,1688.8254907991245,1479.7437718095368
47.69307,0.018877076,3.044125,2563.725953274612,2433.563349940397
45.85186,0.009678802,7.468125,2713.9087298396043,2362.826913421336
55.76414,0.025904972,2.836125,2193.6946736343125,1810.903489463723
46.655228,0.011186864,3.628125,2187.3249135009564,2020.7665791899635
46.68755,0.019075645,3.212125,2277.965175797433,2193.2480947666268
46.09534,0.06876502,7.540125,2032.5258303586925,1671.3498965728706
50.85493,0.011581827,3.748125,2632.007860094472,2241.0750888367807
20.12932,0.055752784,4.228125,2932.4090635364996,2605.8075866999457
43.703236,0.04717666,5.308125,1953.8938151263096,1577.5629457312662
42.314903,0.0040415954,6.388125,1898.0586038200279,1686.2987096069585
75.6475,0.070201166,3.268125,2633.9855931248394,2187.823727716004
78.59555,0.029012134,7.948125,2368.6528720794868,1933.5104635892112
90.34149,0.0044346172,2.500125,2910.7485995395427,2330.423658089818
43.252407,0.07554058,2.908125,2442.8925458090002,1941.6927547191433
34.417934,0.06724961,4.420125,2726.1862310415086,2243.477092368586
48.93018,0.06444342,4.300125,1933.2954899039958,1719.305276237976
35.550587,0.010147482,6.028125,2632.655837847474,2276.5315828514313
21.272202,0.02711827,9.532125,1816.3031861679672,2068.047715259622
40.072014,0.048462868,3.412125,1561.290600668442,1551.0831331447905
18.17601,0.018556682,2.204125,2302.129515724987,2182.8323452601653
42.124218,0.09181148,4.492125,2161.920606016548,2222.908322290131
24.678528,0.1330902,3.220125,2891.2420721813114,2861.0222066107326
39.613937,0.102055825,2.596125,2343.248679547004,1785.0248844938126
16.51152,0.014986451,4.628125,2409.0545923892855,2325.2304951550477
10.950199,0.031146087,3.028125,1748.9167453211676,1754.2310875898763
38.58647,0.1033827,6.796125,2305.699929455838,1978.6441554877035
55.260593,0.024357686,4.036125,2047.849592317058,1778.0137011764405
97.773155,0.022038562,4.708125,2023.7482585100956,1419.4750790589685
27.368872,0.066254556,4.204125,1953.1152509746792,2034.0025483412624
14.4864025,0.011787292,5.212125,2097.3778661129627,1982.3746416103795
68.81712,0.036406443,2.260125,2582.5559329216426,1995.2273079829274
52.228653,0.04506715,2.380125,2334.120742887075,1982.629848685216
52.817165,0.008844417,5.668125,3147.664388937559,2442.4812890419175
44.800434,0.028268348,7.468125,2043.5068895878987,1648.4612321402699
14.46312,0.057075232,3.700125,1521.860604977003,1488.4463903286917
16.5044,0.057624355,2.956125,1231.9775259826447,1299.0738398753274
39.98444,0.021422794,2.668125,2139.5631579952947,1449.8881014177816
84.852806,0.041706763,2.140125,2227.876289384281,1744.9357057758114
45.569626,0.046219423,5.548125,2304.4636749756405,1754.29748764561
26.96909,0.022425717,4.228125,2438.5902436998063,2416.3177213972403
1.6790487,0.011524656,6.100125,1327.9515681653872,1997.4895631755664
40.380436,0.006205087,3.860125,3242.6306024008986,2849.578927407842
44.8788,0.032276556,5.860125,2105.171692014421,1792.6157705696937
20.537434,0.033811614,6.028125,3343.20253822206,2874.0554835490543
41.44973,0.19792403,7.252125,2220.1229190405415,1761.2651266113671
15.884384,0.07219703,7.276125,999.3909071568801,1153.1172858383031
75.80963,0.0283254,3.748125,3119.502084599549,2363.4659927201938
25.804363,0.14453804,4.924125,2568.179543384476,2340.286445941579
17.983545,0.13817717,3.508125,1657.6645669714421,1604.0224894503613
47.31015,0.017017229,1.676125,3052.136714263435,2878.778381048109
15.272423,0.07572289,5.788125,2901.097076904448,2231.436969142421
35.510727,0.09789039,4.588125,2678.1240211298095,1973.6846617299054
46.856018,0.021485807,4.612125,2098.051760964175,1815.6209807810126
64.584816,0.00413194,6.964125,2189.717215510879,1819.2679656246821
51.310257,0.077355936,6.220125,1936.6182311936539,1503.5946095760476
22.258804,0.0021929774,4.300125,2138.8708115940244,2362.6009077212257
10.412143,0.03307917,3.388125,1886.2772606883696,1849.9766155399034
7.379483,0.19896413,2.548125,1261.8420238997087,1358.3175173684838
24.666813,0.11300249,3.508125,2621.1801357449312,1795.3652405390683
16.187365,0.0069758957,2.620125,3743.1183270342017,2805.8317649682494
17.98474,0.05939042,4.252125,2627.3981364563238,2390.909503185049
20.07352,0.010324887,3.868125,1827.0512077570218,1424.4055299253387
15.313199,0.042899657,4.220125,2286.4458753140398,2450.6555804118902
54.493156,0.10443769,2.884125,2609.3804255398713,1610.368242524127
24.609827,0.016445173,2.300125,2385.9814852580466,2315.5616487263032
31.746208,0.07838602,1.876125,2931.767226955918,2296.761832546289
46.946503,0.08570824,3.028125,2074.8854493595127,1675.938641155689
18.76101,0.023795277,2.972125,2464.7383331143888,2545.140927927954
22.22636,0.0070417305,4.108125,1848.2294983808135,2162.447874132356
62.006916,0.01357962,2.620125,2260.624448543962,1693.62412828337
27.518587,0.02601401,2.516125,2091.9092874763874,2287.6120862230596
45.044952,0.13071904,3.820125,2783.511511860512,2354.534107855739
46.85771,0.0059686666,3.580125,2131.1623195250813,1700.6965323210068
29.305214,0.033371255,2.588125,2236.112394801225,2089.2466143153893
34.05312,0.045744143,3.628125,2716.1352092144975,2552.522081065342
25.577713,0.09861039,4.300125,3092.7468307482745,2230.8589599924712
12.394483,0.035766613,8.428125,2127.5421231197383,2125.9541141572263
55.402046,0.027790992,3.220125,2454.3174631162674,2068.850317440934
12.010702,0.11432285,5.788125,1302.7693826357624,1345.531363757751
31.745983,0.0031831176,1.876125,3332.6421582648813,2618.1303195411206
52.114536,0.06796837,3.748125,2718.886915299764,2563.7588702281096
39.514915,0.06767253,2.620125,1704.7648819510944,1760.7536435271609
48.85065,0.014914897,6.580125,2919.7660137996363,2650.567199491638
42.73745,0.039266482,3.148125,2394.163503504995,2047.9104605876907
16.945625,0.01901541,4.180125,1529.4950563086131,1324.1482751536148
66.03432,0.0533642,9.988125,2526.838545420529,1778.6883101554777
53.344334,0.055163138,4.804125,2506.9026972406173,2179.0899648403893
11.997418,0.011586504,4.708125,1545.5777992557382,1669.6713314805147
57.954666,0.0042029023,8.524125,2992.1234383376204,2742.2959241319677
22.399456,0.056325175,2.788125,1697.0512268030293,1726.2284169096451
58.992313,0.0739252,6.868125,3384.4069982415954,2537.4645129912064
18.518574,0.042393986,4.444125,1759.9243825138717,2100.2005630735202
48.897846,0.09026259,2.620125,2326.2344907079887,2076.007561132447
81.313675,0.019372258,3.388125,2430.604507088655,1809.416816216904
34.38046,0.023025911,3.772125,2160.6294355551754,1709.9290912717909
13.085691,0.028137641,3.892125,912.4191281261493,913.6616055752218
52.010384,0.007909756,2.428125,2348.0518420115527,2147.443970768565
22.208084,0.096985176,4.708125,1743.4174858632966,1215.2354409051798
34.04105,0.16177456,5.980125,1717.2510132364976,1218.9235786540319
45.28723,0.03534621,4.108125,2699.710815284873,2006.0640088585167
45.708527,0.05563098,6.076125,2736.840787062496,2378.3265078799145
11.456935,0.053730227,5.500125,1459.1405528393743,1700.020172909729
45.872627,0.0051975437,5.020125,2793.857185878065,2315.114266805423
7.9393883,0.028166445,4.828125,1730.5985447234802,2012.6424786387624
22.623922,0.02981386,2.252125,2806.45122632063,2491.0502700418942
48.32659,0.0070595345,6.292125,2283.600765482839,1972.8508756397973
48.94077,0.008453927,4.588125,3152.7008745328963,2211.6466875967526
24.032244,0.008780999,8.500125,1810.457470137696,1547.2778656958965
39.31698,0.0038189462,3.100125,2277.9338823553035,1893.1742595499582
51.91592,0.008895642,2.332125,2470.8365360936023,2055.749150453666
15.000463,0.013324527,3.388125,2007.8643889564826,2125.6700206680507
47.82707,0.006426665,2.548125,3953.748305681306,2650.8258365136517
24.09751,0.030442066,2.188125,1581.7268223167014,1484.2798472849834
37.50396,0.012462341,4.276125,2812.3082085064675,2687.65143051817
37.104385,0.020997912,6.268125,2417.8158519657104,1772.773566709778
47.69599,0.006171432,2.620125,1861.5450021766808,1642.533595356579
34.867043,0.050800763,3.628125,3136.180819165003,2516.927184610736
25.540274,0.043692287,6.628125,2481.6103515365517,2284.875765835434
13.098618,0.05412128,3.628125,2494.1553013410075,2245.6742712318073
26.644176,0.013839403,3.212125,1913.4128620965857,2177.788789832477
29.901152,0.014586911,6.580125,2221.209141966531,1676.902290353157
25.507814,0.01144635,2.572125,2912.607407639764,2559.1138082697667
9.426999,0.18531418,3.964125,1289.5548031308433,1429.342685832322
28.737274,0.06868975,7.132125,1606.9864876862032,1442.5926457418595
19.231258,0.011920116,4.196125,2312.5849622887495,2434.662743607252
61.378773,0.018432418,11.260125,3444.7601365079445,2953.719862542313
13.338889,0.121496,6.388125,1364.1501968201555,1300.9720560212959
15.91812,0.052644722,5.020125,1897.3252301209307,2073.8616817652355
40.33468,0.010434689,5.036125,2559.149372593122,2455.1781041290997
23.872377,0.038956277,5.092125,2449.8821009170465,2301.967941915462
38.914974,0.03289483,2.956125,1947.9646288060617,1960.9726687424986
25.820108,0.07452605,7.012125,2117.733823968253,1577.2447198644413
60.316086,0.05805935,1.708125,2939.5576057142835,1999.1399585796105
48.900085,0.04536365,3.868125,3134.156103827113,2326.030197453813
22.736635,0.032643914,2.492125,2302.435331115073,2579.3240324713042
18.447979,0.032267615,7.396125,1788.292098176959,1863.724996991422
60.324604,0.008072006,4.276125,2544.975293829729,1776.9561448890431
32.39326,0.022387715,5.164125,3604.64509063354,2506.357305984587
38.469234,0.10816999,5.188125,2517.21359795908,2138.3147616251777
26.963247,0.030081475,3.100125,1464.121969847887,1257.7932055578258
45.94594,0.023743719,5.780125,3394.0264511959035,2956.0899938789466
42.983444,0.033221345,5.668125,1862.1779173276054,1623.520013414911
31.690483,0.06214805,4.420125,2926.775554774404,1753.824676675046
41.149307,0.08583126,4.708125,2604.436431737665,2647.360184891009
29.602526,0.067723304,4.996125,1381.5371793112224,1272.5851400953559
43.14873,0.055280518,4.988125,1996.4923783366778,1734.3314798839535
41.402893,0.108388305,4.372125,2164.7673184119294,1797.9337347630878
18.11989,0.032593377,6.988125,1306.5603655685402,1284.6154608357492
34.124336,0.14126256,3.508125,2642.880691780234,2555.4053988441096
47.923286,0.013143144,4.516125,2066.1723916388355,1983.4436356974718
34.708176,0.06458733,1.948125,1324.9826966692412,1282.7652779260857
85.9038,0.011644736,3.052125,3636.06384154937,2031.6946440388388
68.476715,0.045604754,4.588125,2430.0023620462425,1529.6189277023645
40.85899,0.0061402707,6.892125,3157.9016441488952,2080.9538001343262
13.438205,0.0050536096,3.988125,2215.698175112538,2413.359107763309
35.804676,0.083172366,3.508125,1833.3721358236835,1555.3416641396675
72.125465,0.0036304432,4.708125,2211.3859991662703,1793.8682668821236
8.830484,0.055761047,3.100125,3031.7873330508323,2750.5303043555755
66.701355,0.04931643,3.868125,2266.6550429749227,2056.8198734454218
47.980556,0.07189695,5.188125,2735.287865662293,2032.5251451168094
95.605736,0.0069625475,4.156125,2452.8644917613847,1879.5799430042314
17.078373,0.022639664,2.756125,1182.1165971318026,1280.4298431118048
54.391872,0.0047588428,4.828125,3222.956399942513,2534.5979533259037
67.05274,0.057468917,3.340125,2338.6489408882303,1658.3323368105755
46.750446,0.024074953,2.396125,2457.508125794137,2368.4214556076417
41.398956,0.03331881,3.868125,2690.7184722328143,2209.0429763644133
24.07937,0.04315452,3.652125,2627.2624501853275,2415.334490952758
15.734611,0.0069199605,5.452125,1971.5771942348367,2292.45860516588
19.126198,0.024608655,3.796125,1499.4567591862603,1574.4290479605995
16.582481,0.0031327927,4.468125,2313.7301595751023,2168.514254376664
12.491532,0.12810764,5.308125,1720.607155626743,1410.021960982191
23.192734,0.067877375,2.476125,2921.2716003386354,2475.106858029463
57.898342,0.022917068,3.052125,3002.539247277975,2232.6342235175575
23.009455,0.0027357482,6.388125,2004.0933524407671,2057.7395578205533
74.73767,0.03277965,3.052125,2910.648894737805,2455.6687740784555
54.894394,0.01578111,8.684125,2615.3436863372913,2386.2037616567045
25.121975,0.014918144,8.812125,2921.5413745968644,2350.9269880864663
39.276245,0.012035421,6.692125,2732.04178622676,2514.6385429693237
12.311282,0.011066785,5.948125,2339.8695252745392,2495.842408477187
52.56713,0.050754666,1.588125,2479.603897818522,2026.3206392809698
51.14104,0.05738434,6.340125,2660.4409642658316,2291.9361121108254
31.432425,0.052462004,2.836125,3671.821272255915,2921.5936759367537
20.324827,0.07630716,5.548125,1428.2165781134793,1219.1423905882298
25.243382,0.029422851,1.420125,3130.4518815653364,2607.34569646524
86.81974,0.016570544,5.428125,3643.7265083455304,2771.5596899072902
25.132881,0.030581342,4.876125,2161.2963142877,2234.773496921013
24.836155,0.028788274,2.140125,1623.7185435220235,1658.7049864009912
57.509567,0.016470198,4.948125,2289.3922469886165,1796.014441404875
47.64222,0.058504213,4.468125,2284.7771419410697,2041.637157304775
29.303543,0.023923285,6.676125,2085.849465834965,1790.9417398029054
42.75341,0.056911618,3.988125,2848.7686751635133,2287.5009075468074
94.96183,0.010221031,1.876125,3422.2071362818106,2495.0074481752126
31.237007,0.018911624,4.396125,1851.461184698106,1380.3444187149948
37.698223,0.018087514,4.220125,2882.7027136062165,2427.3804382720173
6.283815,0.06299588,3.148125,1440.4251078521625,1849.7110559295309
14.090556,0.056491204,3.628125,1338.304087778009,1368.7591195897214
9.293516,0.019477366,3.932125,1950.0123549400685,2363.0040864804437
46.95383,0.046471305,2.860125,2013.795425494891,1472.9422774208654
75.19611,0.020570002,3.532125,2437.5934459114483,2037.9277762064555
63.14208,0.025356472,8.620125,2135.4489633953362,1544.1834540681316
5.480933,0.0065746116,3.316125,3189.8725245068013,2966.523593601118
10.599527,0.050303392,2.828125,1269.8687475168251,1631.4607111643043
7.2047415,0.010635061,9.700125,1721.0703833895038,2430.928717956254
48.23161,0.046025235,6.676125,2460.6841200028703,2190.7727652385865
21.688097,0.034714073,6.220125,1843.5684351601544,1627.0139675810387
10.504955,0.08734473,3.076125,2591.9286264140164,2451.6290867701205
44.81573,0.060092706,3.596125,1784.681200074991,1744.6390284964882
11.127232,0.044348422,4.004125,1492.936538051168,1787.4274066700546
70.28517,0.019417208,11.500125,2821.1096836237657,2153.7375154205656
61.127537,0.026142735,3.556125,2288.4828326943384,1971.486764921144
40.131153,0.03496864,7.012125,1910.2663043408472,1468.4866440983776
38.1517,0.018160665,5.308125,1870.135220686157,2004.976681592227
29.02856,0.055970777,4.484125,2299.3522880248906,1947.7838020141942
13.885673,0.008828033,4.804125,1941.0436268607143,2158.33473741286
80.163864,0.06727125,3.868125,3371.376174610724,2457.8783468469073
34.3844,0.050123535,3.100125,3068.169848968577,2678.50191705834
18.886032,0.042379994,4.972125,1631.9344234951188,1958.0296072912022
25.102634,0.10554283,5.020125,1422.9372399611386,1300.0022000538281
15.743779,0.02911075,1.876125,1807.1832135336956,1730.034786961821
71.74733,0.0020439026,3.748125,4126.850787638397,2728.4511281497107
32.616512,0.024770375,3.244125,2260.34728525464,2202.326847971206
30.871288,0.052097127,4.540125,2619.9531209087754,2220.063197216405
44.03645,0.030107614,6.508125,1736.7612466797198,1555.9240989868808
18.53545,0.044352185,2.956125,3260.5650640566646,2275.7410091803818
26.193474,0.025519427,3.620125,2322.517564397091,2271.7036477708803
45.38949,0.073078595,2.836125,2275.5750350309354,2004.0874396049812
38.90667,0.037792984,4.228125,3020.9042363397593,2410.6128061069435
25.034708,0.022849547,8.548125,1806.0835845410045,1879.6928734729217
41.24632,0.07039126,3.340125,2082.2325703960587,1742.9549369912902
25.388226,0.028193878,3.404125,1965.6914453806282,2160.475278871098
29.010195,0.069218054,6.868125,3831.7939699336584,2992.118650239539
60.293015,0.024083003,1.972125,2671.7014455542144,2154.747396682863
6.476191,0.03499405,2.860125,1272.3138938924944,1428.3957976939066
28.989185,0.11986927,2.452125,1579.6385922289803,1748.9681211408047
87.87973,0.031166093,2.260125,2901.4731437570535,1738.8882589670625
22.584696,0.3204546,3.268125,1646.0576227617682,1799.5302039131516
17.2032,0.08000227,5.788125,2518.40054796701,1752.6012968143261
33.21317,0.014688541,5.980125,2126.6897612462803,2198.6223331978977
63.212933,0.055815414,3.460125,2135.417404170938,1651.8779733594351
11.293448,0.069398545,2.788125,1267.7439779138435,1243.295879737387
65.66922,0.06785497,4.780125,2125.195322907853,1835.6818434745414
23.859337,0.08551001,2.140125,2091.6639358452735,1540.2730915111842
29.615473,0.016146773,2.548125,2138.5171039624956,2058.7743905370107
9.36804,0.0213067,2.548125,1982.3472684222982,2315.85779955386
16.005148,0.031547345,5.620125,1540.8651804485626,1333.824073251435
11.70597,0.037618604,6.748125,1831.7493431160904,2050.4915711412045
45.52277,0.021229992,6.868125,2711.175074738922,2203.0165898818987
21.537582,0.11170501,2.332125,1739.7574854117893,1723.5962967730488
